""	13
"sign"	3
"significance"	1
"significant"	1
"signification"	6
"signify"	1
"signifying"	1
"sikkim"	1
"silene"	2
"silent"	1
"silently"	1
"siliceous"	1
"siliques"	1
"silk"	1
"silk-moth"	1
"silk-worm"	1
"silkworm"	1
"silky"	1
"silla"	1
"silliman"	3
"silurian"	22
"similar"	95
"similarity"	29
"similarly"	19
"simile"	1
"simple"	62
"simpler"	7
"simplest"	9
"simplicity"	3
"simplified"	3
"simplify"	1
"simply"	20
"simultaneous"	9
"simultaneous--difficulties"	2
"simultaneous--modifications"	2
"simultaneously"	31
"since"	48
"sing"	1
"singing"	3
"single"	129
"singly"	3
"singular"	16
"singularly"	5
"sink"	1
"sinking"	2
"sinks"	1
"sir"	45
"sire"	1
"sirenia"	4
"sisters"	3
"sit"	4
"sitaris"	4
"sitaris--a"	1
"site"	4
"sites"	2
"sits"	2
"situated"	10
"situation"	1
"situations"	3
"six"	30
"six-days-old"	1
"six-fingered"	1
"sixteen"	2
"sixth"	9
"sixty"	4
"sixty-eight"	1
"sixty-four"	1
"sixty-one"	1
"sixty-three"	2
"size"	100
"sized"	2
"sizes"	7
"skeleton"	3
"skeletons"	2
"sketch"	7
"sketched"	1
"skilful"	7
"skill"	5
"skin"	32
"skins"	2
"skull"	11
"skull).--the"	1
"skulls"	7
"skylark--a"	1
"slates"	1
"slaty-blue"	3
"slaughtered"	4
"slave"	4
"slave-makers"	2
"slave-making"	11
"slave-species"	1
"slaves"	34
"sleep"	2
"slender"	1
"slight"	153
"slighter"	1
"slightest"	8
"slightly"	68
"slightly--perhaps"	1
"slimmest"	2
"slip"	1
"slip--in"	1
"slits"	3
"slope"	2
"slopes"	3
"sloth"	1
"sloths"	2
"slow"	52
"slow-breeding"	3
"slower"	4
"slowest"	1
"slowly"	77
"slowly-changing"	1
"slowness"	2
"slugs"	1
"slurred"	1
"small"	142
"smaller"	32
"smallest"	1
"smelling-hairs"	1
"smith"	10
"smith's"	1
"smitt"	1
"smooth"	3
"smooth-skinned"	1
"smoothly"	1
"snails"	2
"snake"	1
"snakes"	9
"snap-dragon"	1
"snapping"	4
"snipes"	3
"snow"	5
"snow-capped"	1
"snowstorm"	1
"snowy"	1
"so"	712
"so--than"	1
"so-called"	25
"so-named"	1
"sobriety"	1
"soc"	1
"social"	10
"society"	5
"soft"	3
"soft-bodied"	2
"softened"	1
"softer"	1
"soil"	8
"soil--in"	1
"soil--that"	1
"soldered"	3
"soldier"	1
"sole"	6
"solely"	26
"solenhofen"	1
"soles"	2
"solicit"	2
"solicitation"	1
"solid"	6
"solidified"	1
"solomon"	2
"solution"	1
"solve"	1
"solved"	2
"some"	808
"somehow"	2
"somerville"	2
"something"	31
"sometimes"	134
"somewhat"	40
"somewhere"	2
"son"	3
"song"	3
"song-thrush"	1
"songsters"	1
"sont"	1
"soon"	47
"sooner"	4
"sorbus"	2
"sore"	1
"sorex"	2
"sort"	15
"sorts"	6
"sought"	3
"soul"	1
"sound"	2
"sounding"	1
"sounds"	3
"sounds--was"	1
"source"	16
"source--reasons"	2
"sources"	1
"south"	97
"south-east"	1
"south-eastern"	1
"south-west"	1
"south-western"	1
"southeast"	1
"southern"	44
"southernmost"	1
"southward"	12
"southwards"	3
"southwestern"	1
"sow"	1
"sowing"	3
"sown"	6
"space"	41
"spaces"	15
"spain"	6
"spaniard"	1
"spaniards"	1
"spaniel"	5
"spanish"	3
"spark"	1
"spatangus"	1
"spatula"	1
"spawn"	2
"speak"	12
"speaking"	7
"speaks"	5
"spear"	1
"special"	65
"specialisation"	9
"specialisation.--the"	1
"specialise"	1
"specialised"	11
"specially"	22
"species"	1842
"species--as"	1
"species--but"	1
"species--circumstances"	2
"species--domestic"	2
"species--except"	1
"species--for"	1
"species--how"	2
"species--in"	1
"species--on"	8
"species--origin"	2
"species--species"	2
"species--summary"	2
"species--that"	1
"species--they"	1
"species--those"	1
"species--until"	1
"species--wide"	2
"specific"	54
"specifically"	13
"specified"	12
"specifies"	2
"specify"	2
"specimen"	4
"specimens"	20
"speckled"	1
"spectacle"	1
"spectators"	1
"speculate"	5
"speculated"	1
"speculation"	2
"spelling"	1
"spencer"	8
"spend"	1
"sphegidae"	1
"sphere"	3
"spheres"	19
"spherical"	8
"spheroid"	1
"sphex"	3
"sphinx-moth"	1
"spiders"	3
"spike"	3
"spikes"	1
"spinach"	1
"spinal"	5
"spindle-wood"	1
"spine"	7
"spines"	8
"spiral"	4
"spirally"	1
"spire"	1
"spires"	1
"spirit"	4
"spirits"	1
"splendid"	2
"spoil"	1
"spoke"	2
"spoken"	10
"sponges"	1
"spongilla"	1
"sponsa"	1
"spontaneity"	1
"spontaneous"	15
"spontaneously"	5
"spores"	1
"sporting"	1
"sports"	1
"spot"	15
"spots"	4
"spotted"	3
"spout"	3
"spray"	1
"spread"	40
"spreading"	9
"sprengel"	4
"sprengel's"	1
"spring"	10
"springing"	3
"springs"	1
"sprung"	1
"spur"	1
"spurless"	1
"spurred"	1
"sqrt(2"	1
"squalodon"	2
"square"	3
"square-topped"	1
"squatters"	1
"squirrel"	3
"squirrels"	9
"st"	22
"stability"	1
"staff"	1
"staffordshire"	3
"stag"	1
"stag-beetles"	2
"stage"	67
"stages"	50
"stagger"	1
"staggered"	1
"stags"	2
"stalk"	6
"stalks"	2
"stallion"	2
"stamen"	4
"stamens"	33
"stamens.--the"	1
"stamp"	6
"stand"	33
"standard"	30
"standing"	18
"stands"	9
"star"	2
"star-fishes"	8
"starlings"	1
"stars"	1
"start"	7
"started"	1
"starting"	1
"startled"	1
"startling"	2
"starts"	1
"starve"	1
"state"	151
"state's"	1
"stated"	22
"statement"	17
"statements"	13
"states"	80
"stating"	1
"station"	7
"stationary"	5
"stations"	13
"statue"	1
"stature"	3
"status"	4
"steadily"	7
"steadiness"	1
"steady"	5
"steenstrup"	1
"steeper"	1
"stem"	9
"stemmata"	1
"stems"	13
"step"	16
"steps"	42
"sterile"	74
"sterility"	115
"sternum"	1
"sternum.--the"	1
"stick"	1
"sticks"	1
"sticky"	1
"stiff"	3
"stigma"	37
"stigma.--the"	1
"stigmas"	5
"stigmatic"	2
"still"	163
"still-existing"	1
"stimulate"	1
"stimuli"	3
"sting"	7
"stinging"	1
"stingless"	1
"stipules"	1
"stipules.--small"	1
"stock"	27
"stocked"	20
"stocks"	21
"stomach"	5
"stomachs"	3
"stone"	5
"stones"	6
"stood"	4
"stop"	1
"stopped"	3
"stopping"	2
"store"	4
"stored"	8
"stores"	2
"storks"	2
"story"	2
"straggling"	1
"straight"	9
"straightest"	1
"strain"	6
"strains"	1
"straits"	1
"stranded"	3
"strange"	34
"stranger"	1
"strangers"	1
"strata"	22
"strata--a"	1
"strata--antiquity"	2
"strata..................................2,240"	1
"strata................................13,190"	1
"stratum"	7
"strawberry"	4
"stream"	4
"streams"	5
"strength"	13
"strengthen"	1
"strengthened"	9
"strengthening"	1
"strenuously"	1
"stress"	3
"stretch"	1
"stretches"	1
"stretching"	2
"strewed"	1
"strickland"	1
"strict"	6
"strictly"	44
"strike"	2
"strikes"	4
"striking"	48
"strikingly"	5
"strip"	4
"stripe"	7
"striped"	28
"stripes"	17
"stripped"	1
"striving"	7
"stroked"	1
"strong"	29
"stronger"	8
"strongest"	5
"strongly"	53
"strongly-marked"	2
"struck"	25
"structural"	3
"structurally"	2
"structure"	286
"structures"	62
"structures--causes"	2
"structures--gradations"	2
"struggle"	93
"struggled"	3
"struggles"	1
"struggling"	2
"strychnine"	1
"stuck"	1
"studded"	3
"studied"	7
"studies"	2
"study"	18
"studying"	2
"stump"	1
"stump-like"	1
"stumps"	1
"stunted"	1
"stupendous"	1
"style"	7
"style.--the"	1
"styles"	1
"sub"	2
"sub-aquatic"	2
"sub-arctic"	4
"sub-branch"	1
"sub-branches"	1
"sub-breed"	4
"sub-breeds"	12
"sub-classes"	1
"sub-families"	4
"sub-family"	1
"sub-genera"	4
"sub-genus"	1
"sub-groups"	5
"sub-himalayan"	2
"sub-littoral"	1
"sub-order"	3
"sub-species"	16
"sub-species--that"	1
"sub-stages"	3
"sub-tropical"	1
"sub-varieties"	3
"sub-variety"	1
"subaerial"	11
"subcutaneous"	1
"subcutaneous.--situated"	1
"subdivisions"	1
"subfamilies"	5
"subfamily"	4
"subgenera"	1
"subgroup"	1
"subgroups"	2
"subject"	119
"subjected"	24
"subjects"	3
"sublittoral"	1
"submarine"	5
"submerge"	2
"submerged"	3
"suborders"	1
"subordinate"	25
"subordination"	3
"subscribe"	1
"subsequent"	21
"subsequently"	33
"subserve"	2
"subserving"	1
"subside"	1
"subsided"	2
"subsidence"	23
"subsidiary"	2
"subsiding"	2
"subsist"	3
"subsisted"	1
"subsistence"	4
"subsists"	2
"subspecies"	1
"substages"	1
"substance"	3
"substances"	5
"substantially"	1
"subterranean"	3
"subtropical"	1
"subvarieties"	2
"subversive"	4
"succeed"	20
"succeeded"	8
"succeeding"	19
"success"	12
"successful"	7
"successfully"	5
"succession"	50
"successive"	102
"successively"	6
"successors"	2
"succulent"	1
"such"	359
"suck"	6
"sucking"	6
"sucking-cups"	1
"suctorial"	2
"suctorial.--adapted"	1
"sudden"	35
"suddenly"	42
"suddenness"	2
"sue"	1
"suffer"	14
"suffered"	11
"sufferers"	1
"suffering"	2
"suffice"	10
"sufficed"	5
"suffices"	3
"sufficient"	32
"sufficiently"	20
"sugar"	1
"suggested"	11
"suggestive"	1
"suggests"	2
"suit"	1
"suitable"	1
"sulphuratus"	2
"sum"	7
"summarily"	1
"summary"	9
"summer"	3
"summing"	2
"summit"	7
"summits"	8
"summon"	1
"sun"	4
"sundered"	5
"sunken"	3
"superabundance"	2
"superabundant"	1
"superficial"	5
"superficially"	1
"superfluous"	9
"superimposed"	2
"superincumbent"	1
"superinduced"	1
"superior"	7
"superiority"	3
"supernatural"	1
"supervened"	6
"supervening"	4
"supplant"	20
"supplanted"	17
"supplanting"	5
"supplants"	1
"supplied"	2
"supply"	15
"supplying"	1
"support"	22
"supported"	16
"supporters"	1
"supporting"	4
"supports"	4
"suppose"	73
"supposed"	78
"supposes"	7
"supposing"	21
"supposition"	3
"suppositions"	1
"suppressed"	2
"suppression"	1
"sur"	7
"sure"	17
"surely"	5
"surface"	49
"surfaces"	8
"surmise"	1
"surpass"	2
"surprise"	22
"surprised"	12
"surprising"	22
"surprisingly"	3
"surrey"	3
"surround"	1
"surrounded"	6
"surrounding"	31
"surrounds"	2
"survival"	22
"survive"	18
"survived"	7
"surviving"	12
"survivors"	2
"susceptibility"	1
"susceptible"	3
"suspect"	10
"suspected"	12
"suspects"	1
"suspend"	1
"suspended"	3
"suspicion"	2
"sussex"	1
"sustain"	1
"sutures"	3
"swallow"	4
"swallowed"	1
"swallowing"	2
"swamp"	1
"swamps"	2
"swarm"	5
"swarmed"	2
"swarms"	7
"swaysland"	2
"swedish"	3
"sweep"	4
"sweeping"	1
"sweet"	3
"sweet-peas"	1
"swelling"	1
"swells"	2
"swept"	7
"swift"	2
"swifter"	2
"swiftest"	1
"swiftness"	1
"swifts"	3
"swim"	5
"swim-bladder"	12
"swim-bladders"	2
"swimmers"	2
"swimming"	8
"swims"	1
"swine"	1
"swinging"	1
"switzerland"	13
"sword"	1
"symmetrical"	6
"symmetrically"	1
"symmetry"	3
"sympathetic"	1
"synonymous"	1
"synthetic"	1
"system"	60
"system--revolved"	1
"system--rules"	2
"system.--a"	2
"systematic"	17
"systematist"	3
"systematists"	7
"systems"	18
"t"	1
"table"	3
"tables"	6
"tablespoonfuls"	1
"tabulated"	2
"tabulating"	1
"tachytes"	1
"tactile"	1
"tadpole"	1
"tadpoles"	2
"tail"	40
"tail-feathers"	9
"tailless"	1
"tails"	8
"tait"	1
"take"	51
"taken"	52
"takes"	13
"taking"	12
"tale"	1
"tall"	5
"taller"	5
"talons"	1
"tame"	6
"tamed"	3
"tameness"	3
"tamer"	1
"tanais"	2
"tangled"	1
"tant"	1
"tantot"	2
"taper"	1
"tapering"	1
"tapir"	3
"tapping"	1
"tarsi"	11
"tarsi).--the"	1
"tarsus"	1
"task"	2
"tasmania"	2
"tasmanian"	1
"taste"	4
"taught"	3
"tausch"	2
"tax"	7
"taxes"	1
"teaching"	1
"teams"	1
"tear"	2
"tearing"	5
"teasel"	1
"teats"	3
"technical"	2
"tedious"	1
"teeth"	42
"teeth-like"	1
"tegetmeier"	3
"teleostean"	6
"teleosteans"	3
"telescope"	4
"tell"	13
"tells"	10
"temminck"	2
"temperate"	40
"temperature"	7
"temperatures"	1
"temporarily"	4
"temporary"	5
"tempted"	6
"tempting"	1
"ten"	19
"ten-thousandth"	1
"tenanted"	4
"tend"	76
"tend--perhaps"	1
"tended"	4
"tendencies"	3
"tendency"	89
"tender"	1
"tending"	7
"tendril"	1
"tendril-bearers"	2
"tendrils"	7
"tends"	26
"tenour"	1
"tens"	1
"tentacles"	2
"tentacles.--delicate"	1
"tentacula"	3
"tenth"	5
"term"	44
"termed"	1
"terminal"	5
"terminates"	1
"terminating"	2
"terms"	34
"ternary"	1
"terrestrial"	48
"terrier"	2
"terrified"	1
"territories"	3
"territory"	7
"tertiary"	45
"tertiary.--the"	1
"test"	10
"tested"	3
"testimony"	1
"tetramerous"	3
"texture"	2
"than"	462
"that"	2733
"thawed"	1
"the"	14614
"their"	995
"them"	233
"them--if"	1
"them--the"	1
"them--yet"	1
"themselves"	42
"then"	195
"thence"	2
"theologian"	1
"theoretical"	3
"theoretically"	1
"theories"	2
"theory"	146
"theory--i"	1
"there"	369
"therefore"	56
"therein"	2
"these"	637
"they"	794
"thick"	22
"thickened"	2
"thickens"	1
"thicker"	6
"thickets"	2
"thickly"	4
"thickness"	29
"thicknesses"	1
"thigh"	1
"thigh-bone"	1
"thin"	12
"thing"	2
"things"	19
"think"	53
"thinking"	1
"thinks"	4
"thinly"	1
"thinner"	1
"thinness"	2
"thins"	1
"third"	21
"thirdly"	7
"thirteen"	2
"thirteenth"	1
"thirty"	12
"thirty-five"	1
"thirty-four"	1
"thirty-three"	1
"thirty-two"	1
"this"	1366
"this--and"	1
"this--we"	1
"thistle"	2
"thither"	1
"thompson"	4
"thorax"	1
"thorn-bearing"	1
"thoroughly"	10
"those"	322
"though"	229
"thought"	34
"thouin"	2
"thousand"	30
"thousands"	17
"thousandth"	1
"threads"	6
"three"	140
"three-days-old"	1
"three-quarters"	2
"three-sided"	3
"three-toed"	1
"threshed"	1
"thrice"	4
"through"	267
"throughout"	88
"throw"	9
"throwing"	3
"thrown"	10
"throws"	8
"thrush"	5
"thrush-like"	1
"thrushes"	3
"thuret"	2
"thuret's"	1
"thus"	391
"thwaites"	2
"thylacinus"	4
"thylacinus--animals"	1
"tickled"	1
"tidal"	1
"tide"	2
"tides"	1
"tie"	1
"tied"	3
"tierra"	7
"tiger"	2
"tiger's"	1
"till"	16
"timber"	5
"timber-drift"	1
"time"	248
"time--in"	1
"time--indispensable"	1
"times"	41
"tint"	7
"tinted"	1
"tints"	1
"tip"	3
"tired"	2
"tissue"	7
"tissues"	4
"titmouse"	4
"to"	4825
"toad"	1
"toad-rush"	1
"toads"	4
"toadstools"	1
"tobacco"	2
"toe"	1
"toes"	13
"together"	162
"together--is"	1
"together--though"	1
"told"	6
"tolerably"	3
"tom"	6
"tomes"	2
"tone"	1
"tones"	1
"tongue"	6
"too"	36
"took"	5
"tool"	1
"tools"	4
"tooth"	5
"top"	5
"torn"	1
"torpedo"	5
"torquatus"	1
"torrid"	4
"tortoise-shell"	1
"tortoises"	1
"total"	3
"totality"	2
"totally"	6
"touch"	9
"touched"	6
"touches"	1
"touching"	1
"tough"	1
"toulouse"	1
"toutes"	1
"toward"	6
"towards"	40
"towns"	1
"toxodon"	2
"toys"	1
"trace"	17
"traced"	4
"traced--we"	1
"traces"	7
"trachea"	2
"trachea.--the"	1
"trachypterus"	1
"tracing"	1
"track"	1
"tract"	3
"tracts"	6
"tracts--the"	1
"trade"	1
"trademark"	10
"trademark\/copyright"	1
"tradition"	1
"trailing"	1
"train"	1
"training"	5
"transactions"	1
"transcribe"	1
"transcription"	1
"transformation"	5
"transformation--and"	1
"transformations"	6
"transformed"	2
"transient"	1
"transit"	3
"transition"	13
"transition--cases"	2
"transitional"	39
"transitions"	7
"transitory"	1
"translated"	1
"translation"	1
"translucent"	2
"transmit"	8
"transmits"	1
"transmitted"	35
"transmitting"	2
"transmutation"	1
"transparent"	6
"transport"	20
"transport--a"	1
"transport--if"	1
"transportal"	7
"transportation"	2
"transported"	25
"transporting"	5
"transpose"	1
"transposed"	1
"transverse"	5
"transversely"	2
"trap-like"	1
"traquair"	2
"trautschold"	2
"travel"	8
"travelled"	3
"traveller"	1
"travellers"	1
"travelling"	3
"traverse"	1
"traversed"	1
"treat"	9
"treated"	19
"treating"	2
"treatise"	5
"treatises"	9
"treatment"	3
"treats"	1
"treble"	1
"tree"	42
"tree-frequenting"	1
"trees"	60
"trees--those"	1
"tremble"	1
"tremendous"	1
"tri-locular"	1
"trial"	2
"trials--the"	1
"triassic"	1
"tribe"	3
"tribes"	1
"trickery"	1
"tricks"	2
"tricolor"	2
"tridactyle"	6
"tridactyle.--three-fingered"	1
"tried"	23
"tries"	5
"trifle"	1
"trifling"	30
"trifolium"	3
"trigonia"	2
"trilobites"	4
"trilobites.--a"	1
"trimen"	2
"trimmed"	1
"trimorphic"	14
"trimorphic.--presenting"	1
"trimorphism"	3
"trimorphism--fertility"	2
"triturate"	1
"triumphant"	1
"triumphed"	1
"trivial"	1
"troglodytes"	2
"tropical"	14
"tropics"	3
"trouble"	6
"troublesome"	1
"true"	86
"truer"	1
"truest"	1
"truism"	1
"truly"	21
"truly-inherited"	1
"trumpeter"	1
"trunk"	2
"truss"	1
"trust"	5
"trusted"	7
"trusting"	2
"trusts"	1
"trustworthy"	3
"truth"	27
"try"	6
"trying"	10
"tube"	2
"tubercles"	1
"tubers"	2
"tubes"	3
"tuco-tuco"	2
"tucu-tucu"	1
"tuft"	4
"tufts"	1
"tumble"	1
"tumble--an"	1
"tumbler"	17
"tumbler-pigeon"	2
"tumbler-pigeons"	1
"tumblers"	6
"tumbling"	3
"tune"	1
"turan"	1
"turbit"	2
"turbot"	1
"turf"	4
"turkey"	4
"turkey-cock"	2
"turkeys"	1
"turkish"	1
"turkoman"	1
"turn"	23
"turn-crowned"	1
"turned"	3
"turning"	13
"turnip"	5
"turnspit"	1
"turpentine"	1
"turtles"	1
"twelfth"	1
"twelve"	18
"twenty"	17
"twenty--in"	1
"twenty-eight"	6
"twenty-five"	5
"twenty-four"	2
"twenty-nine"	2
"twenty-one"	4
"twenty-seven"	3
"twenty-six"	3
"twenty-three"	4
"twenty-two"	1
"twice"	7
"twig"	1
"twigs"	9
"twilight"	1
"twine"	1
"twiner"	1
"twiners"	5
"twines"	1
"twining"	8
"twist"	1
"twisted"	1
"two"	461
"two-seeded"	1
"two-thirds"	4
"two-valved"	1
"type"	26
"type-form"	1
"types"	28
"types,\"--on"	1
"typical"	5
"typotherium"	3
"tyrant"	1
"tyrants"	1
"u"	1
"u.s"	3
"uber"	1
"ubiquitous"	1
"udders"	4
"ulex"	2
"ultimate"	3
"ultimately"	22
"umbel"	1
"umbelliferae"	11
"umbelliferae.--an"	1
"umbelliferous"	1
"umbrella"	1
"un"	5
"unable"	9
"unaccountable"	1
"unaffected"	2
"unalterable"	1
"unaltered"	10
"unanimous"	1
"unanimously"	1
"unavoidable"	1
"unborn"	1
"unbroken"	1
"unchanged"	5
"uncivilised"	3
"uncommon"	3
"unconcerned"	1
"unconformably"	1
"unconscious"	19
"unconsciously"	11
"uncovered"	1
"uncultivated"	1
"under"	326
"under-most"	1
"undergo"	18
"undergoes"	4
"undergoing"	15
"undergone"	25
"underlying"	4
"undermined"	1
"underrated"	2
"understand"	92
"understanding"	11
"understands"	1
"understood"	9
"underwent"	4
"undiminished"	2
"undiscoverable"	1
"undiscovered"	1
"undistinguishable"	1
"undoubted"	6
"undoubtedly"	24
"undue"	1
"undulating"	1
"undulatory"	2
"une"	1
"uneducated"	2
"unenclosed"	1
"unenforceability"	1
"unequal"	13
"unequally"	8
"unequivocally"	2
"unerring"	1
"unexpected"	3
"unexplained"	4
"unfathomable"	1
"unfavourable"	11
"unfortunately"	3
"unger"	1
"ungnawed"	2
"ungulata"	2
"ungulata.--hoofed"	1
"ungulate"	2
"unhatched"	3
"unhesitatingly"	2
"unicellular"	1
"unicellular.--consisting"	1
"uniform"	34
"uniformity"	6
"uniformly"	3
"unilocular"	1
"unimpaired"	2
"unimportant"	16
"unimpregnated"	1
"unimproved"	3
"unincubated"	1
"uninhabited"	1
"uninjured"	2
"unintelligible"	3
"unintentional"	1
"unintentionally"	8
"union"	16
"unions"	9
"unique"	1
"unisexual"	4
"unison"	1
"unite"	18
"united"	76
"unites"	2
"uniting"	2
"units"	1
"unity"	12
"universal"	28
"universal--effects"	2
"universal--hybrids"	2
"universally"	17
"universe"	2
"unknown"	51
"unless"	34
"unlike"	11
"unlikely"	1
"unlimited"	1
"unlink"	1
"unmistakable"	6
"unmodified"	2
"unnatural"	10
"unnoticed"	1
"unoccupied"	7
"unparalleled"	2
"unperceived"	3
"unproductive"	1
"unproven"	1
"unreal"	1
"unreasonable"	2
"uns"	1
"unsafe"	1
"unsatisfactory"	1
"unsatisfactory--utterly"	1
"unsolicited"	1
"unstable"	1
"unstocked"	1
"unsuccessful"	1
"unsuitable"	1
"unsupported"	2
"untersuchungen"	2
"untidy"	1
"until"	57
"untouched"	1
"untrodden"	1
"unusual"	16
"unusually"	11
"unwarrantable"	1
"unwilling"	1
"unwillingness"	1
"up"	117
"updated"	1
"upheaval"	2
"upheaved"	5
"upland"	8
"upon"	33
"upper"	48
"uppermost"	7
"upraised"	8
"upright"	2
"upward"	7
"upwards"	3
"ural"	1
"urge"	2
"urged"	16
"urges"	1
"uria"	3
"us"	122
"use"	109
"used"	62
"useful"	62
"usefully"	1
"usefulness"	1
"useless"	31
"uselessness"	1
"user"	3
"uses"	7
"using"	4
"usual"	9
"usually"	29
"ut"	1
"utilised"	1
"utilitarian"	2
"utility"	9
"utmost"	11
"utter"	9
"utterly"	31
"v"	2
"vaginalis"	1
"vague"	4
"vaguely"	1
"vain"	7
"vainly"	2
"valenciennes"	2
"valeur"	1
"valid"	7
"valley"	4
"valleys"	4
"valuable"	9
"valuation"	1
"valuations"	1
"value"	49
"valued"	6
"valueless"	1
"valve"	1
"valves"	6
"valvular"	1
"van"	3
"vanilla"	2
"variabilite"	1
"variability"	94
"variability--effects"	2
"variability--individual"	2
"variable"	76
"variable--at"	1
"variable--domestic"	2
"variable--parts"	2
"variable--species"	2
"variably"	1
"variation"	130
"variation--compensation"	2
"variation--inheritance--character"	2
"variations"	166
"variations--so"	1
"varied"	41
"varies"	11
"varietal"	1
"varieties"	474
"varieties--descent"	2
"varieties--difficulty"	2
"varieties--transitions"	2
"variety"	98
"variety--for"	1
"various"	117
"variously"	3
"vary"	80
"vary--for"	2
"varying"	45
"vascular"	2
"vascular.--containing"	1
"vast"	37
"vegetable"	16
"vegetable-feeding"	1
"vegetables"	1
"vegetated"	1
"vegetation"	13
"vegetative"	4
"vehemently"	1
"veins"	5
"venomous"	2
"ventral"	3
"venture"	4
"ventured"	2
"vera"	3
"verbascum"	7
"verde"	7
"vereins"	1
"verge"	1
"verhand"	1
"verify"	1
"verlot"	2
"vermiform"	1
"vermiform.--like"	1
"vermilion"	6
"vermin"	3
"verneuil"	2
"version"	1
"vertebrae"	11
"vertebrata"	15
"vertebrate"	12
"vertebrates"	3
"vertebres"	1
"vertical"	6
"verticale"	1
"very"	378
"vesicle"	2
"vesicle.--a"	1
"vessels"	1
"vestige"	3
"vestiges"	2
"vetch"	1
"vetches"	1
"veteran"	1
"vi"	3
"vi.--but"	1
"vibracula"	13
"vibraculum"	1
"vibrating"	1
"vibration"	1
"vicissitudes"	1
"victor"	1
"victorious"	7
"victoriously"	1
"victory"	6
"vienna"	1
"viennent"	1
"view"	156
"viewed"	5
"viewing"	3
"views"	36
"vigorous"	17
"vigorously"	4
"vigour"	14
"vii"	2
"viii"	2
"villages"	1
"vincent"	3
"vine"	1
"viola"	3
"violates"	1
"violence"	1
"violent"	3
"violently"	1
"violet"	1
"virchow"	2
"virgin"	1
"virginia"	4
"virus"	1
"viscera"	2
"viscid"	18
"visible"	5
"vision"	9
"vision--acclimatisation--correlated"	2
"visit"	9
"visited"	15
"visiting"	4
"visits"	9
"vison"	2
"visual"	1
"vital"	7
"vitality"	3
"viti"	1
"vitiated"	1
"vitreous"	1
"vivantes"	1
"vivid"	2
"viz"	3
"voice"	8
"void"	1
"voids"	1
"voila"	1
"voit"	1
"vol"	7
"volcanic"	9
"volition"	2
"volonte"	1
"volume"	25
"volumes"	1
"voluntarily"	3
"volunteer"	1
"volunteers"	6
"volute"	1
"von"	10
"voracious"	1
"vox"	2
"voyages"	1
"vulture"	3
"w"	11
"w.b"	3
"w.c"	3
"w.s"	1
"w.w"	1
"w10"	1
"waders"	1
"wading"	2
"wading-birds"	2
"wafted"	4
"wagner"	4
"wagner's"	2
"wagtails"	1
"wales"	2
"walk"	1
"walking"	4
"walking-stick"	2
"walks"	2
"wall"	17
"wallace"	18
"wallace's"	2
"wallowing"	1
"walls"	8
"walsh"	5
"wand"	1
"wander"	8
"wanderers"	1
"wandering"	4
"want"	8
"wanting"	1
"wants"	5
"war"	4
"war-dance"	1
"warm"	5
"warm-blooded"	1
"warmer"	10
"warmest"	1
"warmest-clad"	1
"warmth"	8
"warn"	2
"warned"	1
"warranties"	3
"warranty"	2
"wary"	1
"was"	251
"wash"	1
"washed"	4
"wasp"	1
"wasp-combs"	1
"wasp-like"	2
"wasps"	1
"waste"	2
"wasted"	4
"watch"	1
"watch-tower"	1
"watched"	7
"watching"	2
"water"	83
"water--we"	1
"water-beetle"	3
"water-birds"	2
"water-breathing"	2
"water-hen"	2
"water-insects"	1
"water-lily"	3
"water-newt"	2
"water-ouzel"	2
"water-secreting"	1
"water-shells"	1
"watered"	1
"waterhouse"	7
"waterhouse's"	1
"waters"	13
"watson"	13
"wattle"	2
"wattles"	1
"wave"	1
"waved"	1
"waves"	7
"wax"	42
"waxen"	2
"way"	43
"ways"	24
"ways--directly"	1
"we"	1332
"weak"	7
"weakening"	2
"weaker"	2
"weakest"	2
"weakness"	1
"wealden"	1
"weale"	2
"weapons"	4
"wear"	2
"wearing"	4
"weather"	2
"web"	9
"webbed"	11
"weeds"	3
"week"	1
"weeks"	1
"weevils"	1
"weigh"	3
"weighed"	2
"weighing"	3
"weight"	22
"weights"	1
"weighty"	1
"weismann"	3
"welfare"	11
"well"	159
"well-adapted"	2
"well-ascertained"	2
"well-authenticated"	2
"well-bred"	1
"well-constructed"	1
"well-defined"	6
"well-developed"	12
"well-enclosed"	1
"well-established"	3
"well-filled"	1
"well-fitted"	1
"well-known"	16
"well-marked"	24
"well-nourished"	1
"well-protected"	1
"well-sifted"	1
"well-stocked"	4
"well-worked"	1
"wells"	3
"welsh"	3
"went"	1
"were"	295
"west"	8
"western"	12
"westward"	2
"westwood"	4
"wet"	2
"wetted"	1
"whale"	14
"whalebone"	4
"whales"	14
"what"	204
"whatever"	33
"whatsoever"	2
"wheat"	7
"wheatears"	1
"whelks"	1
"whelp"	2
"when"	535
"whence"	10
"whenever"	9
"where"	77
"whereas"	37
"wheresoever"	1
"wherever"	12
"whether"	140
"which"	1790
"while"	64
"whilst"	18
"whimsical"	1
"whinchats"	1
"whirling"	1
"whirlwinds"	1
"whitaker"	1
"white"	25
"white-edged"	1
"whiteness"	1
"whittaker"	1
"who"	112
"whoever"	1
"whole"	181
"wholly"	51
"whom"	9
"whorls.--the"	1
"whose"	17
"why"	154
"why--though"	1
"wichura"	4
"wide"	73
"wide-ranging"	1
